filename,sample_size,seed,r2
random_sample_800_points_seed_1.pkl,800,1,0.5761999619764422
random_sample_800_points_seed_1213.pkl,800,1213,0.5962569028483129
random_sample_800_points_seed_123.pkl,800,123,0.5997765005260998
random_sample_800_points_seed_1234.pkl,800,1234,0.5970812130875784
random_sample_800_points_seed_1415.pkl,800,1415,0.599812826901615
random_sample_800_points_seed_42.pkl,800,42,0.5966406875370303
random_sample_800_points_seed_456.pkl,800,456,0.5910247477950941
random_sample_800_points_seed_5678.pkl,800,5678,0.5865060937632574
random_sample_800_points_seed_789.pkl,800,789,0.5914252103276396
random_sample_800_points_seed_9101.pkl,800,9101,0.5899800101465249
