filename,sample_size,seed,r2
random_sample_900_points_seed_1.pkl,900,1,0.5820512743733341
random_sample_900_points_seed_1213.pkl,900,1213,0.6027765090790409
random_sample_900_points_seed_123.pkl,900,123,0.6044285091351372
random_sample_900_points_seed_1234.pkl,900,1234,0.5991615710648597
random_sample_900_points_seed_1415.pkl,900,1415,0.6040112091387541
random_sample_900_points_seed_42.pkl,900,42,0.6023533590855052
random_sample_900_points_seed_456.pkl,900,456,0.596708186555436
random_sample_900_points_seed_5678.pkl,900,5678,0.594922533127858
random_sample_900_points_seed_789.pkl,900,789,0.5977621420697165
random_sample_900_points_seed_9101.pkl,900,9101,0.5952739631236396
